,d,r,c
5083,127,0,32
5084,128,0,32
5085,129,0,32
5086,130,0,32
5087,131,0,32
5088,132,0,32
5089,134,0,32
5090,136,0,32
5091,138,0,32
5092,141,0,32
5093,142,0,32
5094,143,0,32
5095,144,0,32
5096,146,0,32
5097,147,0,32
5098,148,0,32
5099,149,0,32
5100,150,0,32
5101,151,0,32
5102,152,0,32
5103,153,0,32
5104,156,0,32
5105,157,0,32
5106,158,0,32
5107,159,0,32
5108,161,1,32
5109,162,1,32
5110,166,0,32
5111,167,0,32
5112,177,1,32
5113,183,0,32
5114,186,0,32
5115,192,0,32
5116,193,0,32
5117,197,0,32
5118,198,0,32
5119,200,0,32
5120,201,0,32
5121,202,0,32
5122,203,0,32
5123,206,0,32
5124,207,0,32
5125,209,0,32
5126,210,0,32
5127,215,1,32
5128,218,0,32
5129,221,0,32
5130,223,0,32
5131,224,0,32
5132,225,0,32
5133,226,0,32
5134,228,0,32
5135,229,0,32
5136,230,0,32
5137,232,0,32
5138,233,0,32
5139,237,0,32
5140,238,0,32
5141,241,0,32
5142,242,0,32
5143,243,0,32
5144,245,0,32
5145,248,0,32
5146,249,0,32
5147,250,0,32
5148,251,0,32
5149,252,0,32
5150,253,0,32
5151,254,0,32
5152,255,0,32
5153,257,0,32
5154,258,0,32
5155,259,0,32
5156,260,0,32
5157,261,0,32
5158,262,0,32
5159,263,0,32
5160,264,0,32
5161,265,0,32
5162,266,0,32
5163,267,0,32
5164,268,0,32
5165,269,0,32
5166,270,0,32
5167,271,0,32
5168,272,0,32
5169,274,0,32
5170,276,0,32
5171,278,0,32
5172,279,0,32
5173,281,0,32
5174,283,0,32
5175,284,0,32
5176,285,0,32
5177,286,0,32
5178,298,0,32
5179,301,0,32
5180,303,1,32
5181,304,0,32
5182,316,0,32
5183,329,0,32
5184,337,0,32
5185,340,0,32
5186,342,0,32
5187,2,1,33
5188,4,1,33
5189,5,1,33
5190,10,1,33
5191,11,1,33
5192,12,1,33
5193,21,1,33
5194,22,1,33
5195,24,1,33
5196,26,1,33
5197,28,1,33
5198,33,1,33
5199,40,1,33
5200,44,0,33
5201,46,0,33
5202,49,1,33
5203,54,0,33
5204,55,0,33
5205,58,0,33
5206,60,0,33
5207,62,0,33
5208,64,0,33
5209,65,0,33
5210,67,0,33
5211,70,0,33
5212,72,0,33
5213,73,0,33
5214,74,0,33
5215,78,0,33
5216,79,0,33
5217,80,0,33
5218,83,0,33
5219,85,0,33
5220,88,0,33
5221,89,0,33
5222,91,0,33
5223,93,0,33
5224,94,0,33
5225,95,0,33
5226,98,0,33
5227,99,0,33
5228,100,0,33
5229,101,0,33
5230,103,0,33
5231,105,0,33
5232,109,0,33
5233,112,0,33
5234,114,0,33
5235,116,0,33
5236,118,0,33
5237,119,0,33
5238,121,0,33
5239,122,0,33
5240,123,0,33
5241,125,0,33
5242,127,0,33
5243,129,0,33
5244,131,0,33
5245,132,0,33
5246,134,0,33
5247,135,0,33
5248,136,0,33
5249,140,0,33
5250,142,0,33
5251,143,0,33
5252,144,0,33
5253,146,0,33
5254,147,0,33
5255,156,0,33
5256,157,0,33
5257,158,0,33
5258,161,1,33
5259,162,1,33
5260,166,0,33
5261,167,0,33
5262,173,1,33
5263,179,0,33
5264,183,0,33
5265,186,0,33
5266,189,0,33
5267,192,0,33
5268,193,0,33
5269,198,0,33
5270,200,0,33
5271,201,0,33
5272,202,0,33
5273,203,0,33
5274,204,0,33
5275,206,0,33
5276,207,0,33
5277,208,0,33
5278,209,0,33
5279,210,0,33
5280,218,0,33
5281,221,0,33
5282,223,0,33
5283,224,0,33
5284,225,0,33
5285,226,0,33
5286,228,0,33
5287,229,0,33
5288,230,0,33
5289,232,0,33
5290,233,0,33
5291,242,0,33
5292,243,0,33
5293,248,0,33
5294,252,0,33
5295,254,0,33
5296,258,0,33
5297,260,0,33
5298,261,0,33
5299,262,0,33
5300,264,0,33
5301,265,0,33
5302,266,0,33
5303,267,0,33
5304,268,0,33
5305,269,0,33
5306,270,0,33
5307,271,0,33
5308,272,0,33
5309,274,0,33
5310,275,0,33
5311,277,0,33
5312,278,0,33
5313,281,0,33
5314,283,0,33
5315,284,0,33
5316,286,0,33
5317,289,1,33
5318,301,0,33
5319,304,0,33
5320,314,1,33
5321,323,0,33
5322,324,0,33
5323,327,0,33
5324,329,0,33
5325,9,1,34
5326,10,1,34
5327,11,1,34
5328,19,1,34
5329,23,1,34
5330,28,1,34
5331,33,1,34
5332,34,1,34
5333,46,0,34
5334,49,1,34
5335,55,0,34
5336,58,0,34
5337,60,0,34
5338,64,0,34
5339,65,0,34
5340,67,0,34
5341,70,0,34
5342,78,0,34
5343,80,0,34
5344,83,0,34
5345,85,0,34
5346,88,0,34
5347,91,0,34
5348,92,0,34
5349,93,0,34
5350,95,0,34
5351,97,0,34
5352,100,0,34
5353,105,0,34
5354,114,0,34
5355,118,0,34
5356,122,0,34
5357,125,0,34
5358,126,0,34
5359,127,0,34
5360,129,0,34
5361,131,0,34
5362,132,0,34
5363,134,0,34
5364,136,0,34
5365,140,0,34
5366,141,0,34
5367,143,0,34
5368,144,0,34
5369,147,0,34
5370,161,1,34
5371,167,0,34
5372,172,0,34
5373,173,1,34
5374,177,1,34
5375,179,0,34
5376,181,0,34
5377,183,0,34
5378,186,0,34
5379,192,0,34
5380,193,0,34
5381,198,0,34
5382,200,0,34
5383,202,0,34
5384,209,0,34
5385,210,0,34
5386,218,0,34
5387,221,0,34
5388,223,0,34
5389,224,0,34
5390,225,0,34
5391,226,0,34
5392,229,0,34
5393,230,0,34
5394,231,0,34
5395,232,0,34
5396,233,0,34
5397,238,0,34
5398,248,0,34
5399,252,0,34
5400,254,0,34
5401,255,0,34
5402,256,0,34
5403,258,0,34
5404,260,0,34
5405,261,0,34
5406,262,0,34
5407,264,0,34
5408,266,0,34
5409,267,0,34
5410,268,0,34
5411,286,0,34
5412,297,0,34
5413,298,0,34
5414,305,0,34
5415,314,1,34
5416,333,0,34
5417,337,0,34
5418,4,1,35
5419,6,0,35
5420,16,0,35
5421,17,1,35
5422,19,1,35
5423,27,0,35
5424,28,1,35
5425,32,0,35
5426,33,1,35
5427,35,0,35
5428,37,0,35
5429,42,0,35
5430,44,0,35
5431,51,0,35
5432,52,0,35
5433,57,0,35
5434,58,0,35
5435,60,0,35
5436,62,0,35
5437,63,0,35
5438,64,0,35
5439,65,0,35
5440,67,0,35
5441,70,0,35
5442,71,0,35
5443,72,0,35
5444,73,0,35
5445,75,0,35
5446,78,0,35
5447,79,0,35
5448,80,0,35
5449,81,0,35
5450,83,0,35
5451,85,0,35
5452,88,0,35
5453,89,0,35
5454,91,0,35
5455,92,0,35
5456,93,0,35
5457,94,0,35
5458,95,0,35
5459,97,0,35
5460,98,0,35
5461,99,0,35
5462,100,0,35
5463,101,0,35
5464,103,0,35
5465,105,0,35
5466,108,0,35
5467,109,0,35
5468,113,0,35
5469,115,0,35
5470,117,0,35
5471,118,0,35
5472,119,0,35
5473,122,0,35
5474,123,0,35
5475,124,0,35
5476,125,0,35
5477,126,0,35
5478,128,0,35
5479,129,0,35
5480,131,0,35
5481,134,0,35
5482,148,0,35
5483,149,0,35
5484,151,0,35
5485,152,0,35
5486,153,0,35
5487,156,0,35
5488,157,0,35
5489,158,0,35
5490,159,0,35
5491,161,1,35
5492,162,1,35
5493,166,0,35
5494,167,0,35
5495,175,0,35
5496,183,0,35
5497,184,0,35
5498,186,0,35
5499,189,0,35
5500,190,0,35
5501,192,0,35
5502,193,0,35
5503,197,0,35
5504,198,0,35
5505,200,0,35
5506,201,0,35
5507,202,0,35
5508,203,0,35
5509,204,0,35
5510,206,0,35
5511,207,0,35
5512,209,0,35
5513,210,0,35
5514,213,0,35
5515,218,0,35
5516,220,0,35
5517,221,0,35
5518,223,0,35
5519,224,0,35
5520,225,0,35
5521,226,0,35
5522,227,0,35
5523,228,0,35
5524,229,0,35
5525,231,0,35
5526,233,0,35
5527,236,0,35
5528,238,0,35
5529,241,0,35
5530,242,0,35
5531,243,0,35
5532,248,0,35
5533,249,0,35
5534,269,0,35
5535,270,0,35
5536,271,0,35
5537,272,0,35
5538,274,0,35
5539,276,0,35
5540,277,0,35
5541,278,0,35
5542,279,0,35
5543,281,0,35
5544,282,0,35
5545,283,0,35
5546,284,0,35
5547,286,0,35
5548,291,0,35
5549,297,0,35
5550,298,0,35
5551,301,0,35
5552,304,0,35
5553,307,0,35
5554,308,0,35
5555,312,0,35
5556,327,0,35
5557,329,0,35
5558,330,0,35
5559,333,0,35
5560,4,1,36
5561,9,1,36
5562,11,1,36
5563,13,0,36
5564,14,0,36
5565,22,1,36
5566,27,0,36
5567,32,0,36
5568,33,1,36
5569,40,1,36
5570,44,0,36
5571,46,0,36
5572,49,1,36
5573,51,0,36
5574,56,0,36
5575,57,0,36
5576,58,0,36
5577,59,0,36
5578,60,0,36
5579,62,0,36
5580,63,0,36
5581,64,0,36
5582,65,0,36
5583,67,0,36
5584,69,0,36
5585,71,0,36
5586,72,0,36
5587,73,0,36
5588,76,0,36
5589,77,0,36
5590,78,0,36
5591,79,0,36
5592,80,0,36
5593,85,0,36
5594,86,0,36
5595,88,0,36
5596,89,0,36
5597,91,0,36
5598,92,0,36
5599,93,0,36
5600,94,0,36
5601,95,0,36
5602,96,0,36
5603,97,0,36
5604,98,0,36
5605,99,0,36
5606,100,0,36
5607,103,0,36
5608,104,0,36
5609,105,0,36
5610,106,0,36
5611,108,0,36
5612,109,0,36
5613,113,0,36
5614,114,0,36
5615,116,0,36
5616,117,0,36
5617,118,0,36
5618,119,0,36
5619,121,0,36
5620,123,0,36
5621,127,0,36
5622,131,0,36
5623,132,0,36
5624,134,0,36
5625,135,0,36
5626,136,0,36
5627,137,0,36
5628,138,0,36
5629,139,0,36
5630,140,0,36
5631,142,0,36
5632,144,0,36
5633,146,0,36
5634,147,0,36
5635,148,0,36
5636,157,0,36
5637,158,0,36
5638,159,0,36
5639,162,1,36
5640,166,0,36
5641,167,0,36
5642,175,0,36
5643,183,0,36
5644,184,0,36
5645,186,0,36
5646,188,0,36
5647,189,0,36
5648,190,0,36
5649,191,0,36
5650,192,0,36
5651,193,0,36
5652,195,0,36
5653,197,0,36
5654,198,0,36
5655,200,0,36
5656,201,0,36
5657,202,0,36
5658,203,0,36
5659,204,0,36
5660,206,0,36
5661,207,0,36
5662,208,0,36
5663,209,0,36
5664,210,0,36
5665,213,0,36
5666,218,0,36
5667,220,0,36
5668,221,0,36
5669,223,0,36
5670,224,0,36
5671,225,0,36
5672,226,0,36
5673,227,0,36
5674,228,0,36
5675,229,0,36
5676,230,0,36
5677,231,0,36
5678,232,0,36
5679,233,0,36
5680,235,0,36
5681,236,0,36
5682,237,0,36
5683,238,0,36
5684,239,0,36
5685,240,0,36
5686,242,0,36
5687,243,0,36
5688,244,0,36
5689,246,0,36
5690,247,0,36
5691,248,0,36
5692,250,0,36
5693,252,0,36
5694,254,0,36
5695,255,0,36
5696,257,0,36
5697,258,0,36
5698,259,0,36
5699,260,0,36
5700,261,0,36
5701,262,0,36
5702,263,0,36
5703,264,0,36
5704,265,0,36
5705,266,0,36
5706,267,0,36
5707,268,0,36
5708,269,0,36
5709,270,0,36
5710,271,0,36
5711,272,0,36
5712,278,0,36
5713,279,0,36
5714,283,0,36
5715,284,0,36
5716,286,0,36
5717,297,0,36
5718,298,0,36
5719,304,0,36
5720,307,0,36
5721,308,0,36
5722,310,0,36
5723,325,0,36
5724,326,0,36
5725,328,0,36
5726,329,0,36
5727,333,0,36
5728,337,0,36
5729,340,0,36
5730,4,1,37
5731,5,1,37
5732,10,1,37
5733,11,1,37
5734,12,1,37
5735,13,0,37
5736,17,1,37
5737,19,1,37
5738,20,1,37
5739,21,1,37
5740,22,1,37
5741,23,1,37
5742,27,0,37
5743,28,1,37
5744,30,1,37
5745,32,0,37
5746,33,1,37
5747,40,1,37
5748,41,1,37
5749,44,0,37
5750,46,0,37
5751,49,1,37
5752,51,0,37
5753,52,0,37
5754,58,0,37
5755,60,0,37
5756,62,0,37
5757,64,0,37
5758,65,0,37
5759,67,0,37
5760,70,0,37
5761,72,0,37
5762,73,0,37
5763,78,0,37
5764,79,0,37
5765,80,0,37
5766,83,0,37
5767,85,0,37
5768,88,0,37
5769,91,0,37
5770,92,0,37
5771,93,0,37
5772,94,0,37
5773,95,0,37
5774,97,0,37
5775,98,0,37
5776,99,0,37
5777,100,0,37
5778,103,0,37
5779,105,0,37
5780,107,0,37
5781,108,0,37
5782,112,0,37
5783,113,0,37
5784,114,0,37
5785,116,0,37
5786,117,0,37
5787,118,0,37
5788,121,0,37
5789,122,0,37
5790,123,0,37
5791,126,0,37
5792,127,0,37
5793,129,0,37
5794,131,0,37
5795,132,0,37
5796,133,0,37
5797,134,0,37
5798,136,0,37
5799,138,0,37
5800,140,0,37
5801,142,0,37
5802,143,0,37
5803,144,0,37
5804,146,0,37
5805,147,0,37
5806,148,0,37
5807,149,0,37
5808,151,0,37
5809,153,0,37
5810,156,0,37
5811,157,0,37
5812,158,0,37
5813,161,1,37
5814,162,1,37
5815,177,1,37
5816,183,0,37
5817,186,0,37
5818,192,0,37
5819,193,0,37
5820,200,0,37
5821,202,0,37
5822,203,0,37
5823,206,0,37
5824,207,0,37
5825,209,0,37
5826,210,0,37
5827,218,0,37
5828,220,0,37
5829,221,0,37
5830,223,0,37
5831,224,0,37
5832,225,0,37
5833,226,0,37
5834,229,0,37
5835,230,0,37
5836,232,0,37
5837,243,0,37
5838,248,0,37
5839,250,0,37
5840,252,0,37
5841,254,0,37
5842,255,0,37
5843,257,0,37
5844,258,0,37
5845,259,0,37
5846,260,0,37
5847,261,0,37
5848,262,0,37
5849,263,0,37
5850,264,0,37
5851,266,0,37
5852,267,0,37
5853,268,0,37
5854,269,0,37
5855,270,0,37
5856,271,0,37
5857,272,0,37
5858,274,0,37
5859,275,0,37
5860,276,0,37
5861,277,0,37
5862,278,0,37
5863,279,0,37
5864,281,0,37
5865,283,0,37
5866,286,0,37
5867,291,1,37
5868,297,0,37
5869,298,0,37
5870,301,0,37
5871,308,0,37
5872,329,0,37
5873,337,0,37
5874,0,1,38
5875,1,0,38
5876,2,1,38
5877,4,1,38
5878,5,1,38
5879,7,1,38
5880,9,1,38
5881,11,1,38
5882,17,1,38
5883,19,1,38
5884,20,1,38
5885,21,1,38
5886,22,1,38
5887,24,1,38
5888,28,1,38
5889,31,1,38
5890,32,0,38
5891,33,1,38
5892,34,1,38
5893,37,0,38
5894,40,1,38
5895,41,1,38
5896,46,0,38
5897,49,1,38
5898,50,1,38
5899,54,0,38
5900,55,0,38
5901,57,0,38
5902,58,0,38
5903,60,0,38
5904,62,0,38
5905,63,0,38
5906,64,0,38
5907,65,0,38
5908,67,0,38
5909,69,0,38
5910,70,0,38
5911,71,0,38
5912,72,0,38
5913,73,0,38
5914,74,0,38
5915,75,0,38
5916,78,0,38
5917,79,0,38
5918,80,0,38
5919,81,0,38
5920,82,0,38
5921,83,0,38
5922,84,0,38
5923,85,0,38
5924,86,0,38
5925,88,0,38
5926,91,0,38
5927,92,0,38
5928,93,0,38
5929,94,0,38
5930,95,0,38
5931,100,0,38
5932,101,0,38
5933,103,0,38
5934,107,0,38
5935,114,0,38
5936,116,0,38
5937,117,0,38
5938,118,0,38
5939,121,0,38
5940,122,0,38
5941,123,0,38
5942,125,0,38
5943,126,0,38
5944,127,0,38
5945,129,0,38
5946,131,0,38
5947,132,0,38
5948,134,0,38
5949,135,0,38
5950,136,0,38
5951,137,0,38
5952,138,0,38
5953,141,0,38
5954,142,0,38
5955,143,0,38
5956,144,0,38
5957,146,0,38
5958,147,0,38
5959,157,0,38
5960,162,1,38
5961,168,0,38
5962,171,0,38
5963,172,0,38
5964,175,0,38
5965,179,0,38
5966,181,0,38
5967,182,0,38
5968,183,0,38
5969,184,0,38
5970,185,0,38
5971,186,0,38
5972,188,0,38
5973,189,0,38
5974,190,0,38
5975,191,0,38
5976,192,0,38
5977,193,0,38
5978,194,0,38
5979,195,0,38
5980,197,0,38
5981,198,0,38
5982,200,0,38
5983,201,0,38
5984,202,0,38
5985,203,0,38
5986,206,0,38
5987,207,0,38
5988,209,0,38
5989,210,0,38
5990,212,0,38
5991,213,0,38
5992,214,0,38
5993,216,0,38
5994,217,0,38
5995,218,0,38
5996,219,0,38
5997,221,0,38
5998,223,0,38
5999,224,0,38
6000,225,0,38
6001,226,0,38
6002,228,0,38
6003,229,0,38
6004,230,0,38
6005,231,0,38
6006,236,0,38
6007,237,0,38
6008,238,0,38
6009,239,0,38
6010,243,0,38
6011,248,0,38
6012,252,0,38
6013,254,0,38
6014,255,0,38
6015,257,0,38
6016,258,0,38
6017,259,0,38
6018,260,0,38
6019,261,0,38
6020,262,0,38
6021,263,0,38
6022,264,0,38
6023,265,0,38
6024,266,0,38
6025,267,0,38
6026,268,0,38
6027,269,0,38
6028,270,0,38
6029,271,0,38
6030,272,0,38
6031,275,0,38
6032,281,0,38
6033,283,0,38
6034,284,0,38
6035,286,0,38
6036,288,0,38
6037,297,0,38
6038,298,0,38
6039,301,0,38
6040,311,1,38
6041,317,0,38
6042,318,0,38
6043,320,0,38
6044,321,0,38
6045,323,0,38
6046,324,0,38
6047,329,0,38
6048,333,0,38
6049,4,1,39
6050,6,0,39
6051,11,1,39
6052,13,0,39
6053,22,0,39
6054,28,1,39
6055,33,1,39
6056,35,0,39
6057,37,0,39
6058,42,0,39
6059,44,0,39
6060,46,0,39
6061,48,0,39
6062,49,1,39
6063,50,0,39
6064,58,0,39
6065,60,0,39
6066,62,0,39
6067,63,0,39
6068,64,0,39
6069,65,0,39
6070,67,0,39
6071,69,0,39
6072,70,0,39
6073,71,0,39
6074,72,0,39
6075,73,0,39
6076,75,0,39
6077,79,0,39
6078,80,0,39
6079,83,0,39
6080,85,0,39
6081,88,0,39
6082,89,0,39
6083,91,0,39
6084,92,0,39
6085,93,0,39
6086,94,0,39
6087,95,0,39
6088,97,0,39
6089,99,0,39
6090,100,0,39
6091,103,0,39
6092,104,0,39
6093,105,0,39
6094,106,0,39
6095,107,0,39
6096,109,0,39
6097,111,0,39
6098,112,0,39
6099,113,0,39
6100,114,0,39
6101,116,0,39
6102,117,0,39
6103,118,0,39
6104,119,0,39
6105,121,0,39
6106,122,0,39
6107,123,0,39
6108,124,0,39
6109,125,0,39
6110,127,0,39
6111,129,0,39
6112,131,0,39
6113,132,0,39
6114,134,0,39
6115,135,0,39
6116,136,0,39
6117,137,0,39
6118,138,0,39
6119,140,0,39
6120,141,0,39
6121,142,0,39
6122,143,0,39
6123,144,0,39
6124,145,0,39
6125,146,0,39
6126,147,0,39
6127,148,0,39
6128,151,0,39
6129,157,0,39
6130,158,0,39
6131,160,0,39
6132,162,1,39
6133,166,0,39
6134,167,0,39
6135,168,0,39
6136,169,0,39
6137,174,0,39
6138,175,0,39
6139,183,0,39
6140,184,0,39
6141,186,0,39
6142,189,0,39
6143,190,0,39
6144,191,0,39
6145,192,0,39
6146,193,0,39
6147,195,0,39
6148,196,0,39
6149,198,0,39
6150,200,0,39
6151,201,0,39
6152,202,0,39
6153,203,0,39
6154,204,0,39
6155,206,0,39
6156,207,0,39
6157,208,0,39
6158,209,0,39
6159,210,0,39
6160,213,0,39
6161,217,0,39
6162,218,0,39
6163,220,0,39
6164,221,0,39
6165,223,0,39
6166,224,0,39
6167,225,0,39
6168,226,0,39
6169,227,0,39
6170,228,0,39
6171,229,0,39
6172,230,0,39
6173,231,0,39
6174,232,0,39
6175,233,0,39
6176,234,0,39
6177,235,0,39
6178,236,0,39
6179,237,0,39
6180,238,0,39
6181,239,0,39
6182,240,0,39
6183,242,0,39
6184,243,0,39
6185,246,0,39
6186,247,0,39
6187,248,0,39
6188,249,0,39
6189,250,0,39
6190,251,0,39
6191,252,0,39
6192,253,0,39
6193,254,0,39
6194,255,0,39
6195,256,0,39
6196,257,0,39
6197,258,0,39
6198,259,0,39
6199,260,0,39
6200,261,0,39
6201,262,0,39
6202,263,0,39
6203,264,0,39
6204,265,0,39
6205,266,0,39
6206,267,0,39
6207,268,0,39
6208,269,0,39
6209,270,0,39
6210,271,0,39
6211,272,0,39
6212,273,0,39
6213,276,0,39
6214,278,0,39
6215,279,0,39
6216,280,0,39
6217,281,0,39
6218,283,0,39
6219,284,0,39
6220,285,0,39
6221,286,0,39
6222,294,0,39
6223,297,0,39
6224,298,0,39
6225,301,0,39
6226,308,0,39
6227,310,0,39
6228,315,0,39
6229,327,0,39
6230,329,0,39
6231,331,0,39
6232,333,0,39
6233,337,0,39
6234,339,0,39
6235,340,0,39
6236,2,1,40
6237,3,0,40
6238,4,1,40
6239,5,1,40
6240,10,1,40
6241,11,1,40
6242,13,0,40
6243,20,1,40
6244,21,1,40
6245,22,1,40
6246,24,1,40
6247,25,1,40
6248,28,1,40
6249,33,1,40
6250,37,0,40
6251,39,0,40
6252,40,1,40
6253,44,0,40
6254,46,0,40
6255,49,1,40
6256,53,0,40
6257,58,0,40
6258,60,0,40
6259,62,0,40
6260,63,0,40
6261,64,0,40
6262,65,0,40
6263,67,0,40
6264,69,0,40
6265,70,0,40
6266,71,0,40
6267,72,0,40
6268,73,0,40
6269,74,0,40
6270,75,0,40
6271,78,0,40
6272,79,0,40
6273,80,0,40
6274,85,0,40
6275,88,0,40
6276,89,0,40
6277,91,0,40
6278,92,0,40
6279,93,0,40
6280,94,0,40
6281,95,0,40
6282,99,0,40
6283,100,0,40
6284,101,0,40
6285,103,0,40
6286,105,0,40
6287,107,0,40
6288,108,0,40
6289,109,0,40
6290,110,0,40
6291,112,0,40
6292,113,0,40
6293,114,0,40
6294,116,0,40
6295,117,0,40
6296,118,0,40
6297,119,0,40
6298,120,0,40
6299,121,0,40
6300,122,0,40
6301,123,0,40
6302,125,0,40
6303,126,0,40
6304,127,0,40
6305,128,0,40
6306,129,0,40
6307,130,0,40
6308,131,0,40
6309,132,0,40
6310,134,0,40
6311,135,0,40
6312,136,0,40
6313,137,0,40
6314,138,0,40
6315,140,0,40
6316,141,0,40
6317,142,0,40
6318,144,0,40
6319,146,0,40
6320,147,0,40
6321,149,0,40
6322,150,0,40
6323,151,0,40
6324,153,0,40
6325,156,0,40
6326,157,0,40
6327,158,0,40
6328,159,0,40
6329,162,1,40
6330,166,0,40
6331,167,0,40
6332,168,0,40
6333,183,0,40
6334,186,0,40
6335,192,0,40
6336,193,0,40
6337,196,0,40
6338,197,0,40
6339,198,0,40
6340,200,0,40
6341,201,0,40
6342,202,0,40
6343,203,0,40
6344,204,0,40
6345,206,0,40
6346,207,0,40
6347,208,0,40
6348,209,0,40
6349,210,0,40
6350,214,0,40
6351,218,0,40
6352,220,0,40
6353,221,0,40
6354,224,0,40
6355,225,0,40
6356,226,0,40
6357,228,0,40
6358,229,0,40
6359,230,0,40
6360,231,0,40
6361,232,0,40
6362,233,0,40
6363,237,0,40
6364,242,0,40
6365,243,0,40
6366,248,0,40
6367,250,0,40
6368,251,0,40
6369,252,0,40
6370,253,0,40
6371,254,0,40
6372,255,0,40
6373,257,0,40
6374,258,0,40
6375,259,0,40
6376,260,0,40
6377,261,0,40
6378,262,0,40
6379,263,0,40
6380,264,0,40
6381,265,0,40
6382,266,0,40
6383,267,0,40
6384,268,0,40
6385,269,0,40
6386,270,0,40
6387,271,0,40
6388,272,0,40
6389,274,0,40
6390,275,0,40
6391,276,0,40
6392,278,0,40
6393,279,0,40
6394,281,0,40
6395,283,0,40
6396,284,0,40
6397,285,0,40
6398,286,0,40
6399,297,0,40
6400,301,0,40
6401,327,0,40
6402,328,0,40
6403,329,0,40
6404,339,0,40
6405,340,0,40
6406,2,1,41
6407,3,0,41
6408,4,1,41
6409,5,1,41
6410,7,1,41
6411,10,1,41
6412,11,1,41
6413,19,1,41
6414,21,1,41
6415,22,1,41
6416,32,0,41
6417,33,1,41
6418,37,0,41
6419,46,0,41
6420,49,1,41
6421,50,1,41
6422,58,0,41
6423,60,0,41
6424,64,0,41
6425,65,0,41
6426,67,0,41
6427,69,0,41
6428,70,0,41
6429,72,0,41
6430,73,0,41
6431,76,0,41
6432,77,0,41
6433,78,0,41
6434,79,0,41
6435,80,0,41
6436,84,1,41
6437,88,0,41
6438,89,0,41
6439,91,0,41
6440,92,0,41
6441,93,0,41
6442,94,0,41
6443,95,0,41
6444,99,0,41
6445,101,0,41
6446,103,0,41
6447,107,0,41
6448,110,0,41
6449,112,0,41
6450,113,0,41
6451,114,0,41
6452,116,0,41
6453,118,0,41
6454,119,0,41
6455,121,0,41
6456,122,0,41
6457,123,0,41
6458,125,0,41
6459,126,0,41
6460,127,0,41
6461,129,0,41
6462,130,0,41
6463,131,0,41
6464,132,0,41
6465,134,0,41
6466,135,0,41
6467,136,0,41
6468,137,0,41
6469,138,0,41
6470,140,0,41
6471,141,0,41
6472,142,0,41
6473,143,0,41
6474,144,0,41
6475,146,0,41
6476,147,0,41
6477,153,0,41
6478,156,0,41
6479,157,0,41
6480,158,0,41
6481,159,0,41
6482,161,1,41
6483,162,1,41
6484,165,0,41
6485,177,1,41
6486,183,0,41
6487,186,0,41
6488,189,0,41
6489,192,0,41
6490,193,0,41
6491,198,0,41
6492,200,0,41
6493,201,0,41
6494,202,0,41
6495,206,0,41
6496,210,0,41
6497,215,1,41
6498,218,0,41
6499,220,0,41
6500,221,0,41
6501,223,0,41
6502,224,0,41
6503,225,0,41
6504,228,0,41
6505,229,0,41
6506,230,0,41
6507,232,0,41
6508,233,0,41
6509,237,0,41
6510,238,0,41
6511,242,0,41
6512,243,0,41
6513,248,0,41
6514,250,0,41
6515,251,0,41
6516,252,0,41
6517,254,0,41
6518,255,0,41
6519,258,0,41
6520,259,0,41
6521,260,0,41
6522,261,0,41
6523,262,0,41
6524,264,0,41
6525,265,0,41
6526,266,0,41
6527,267,0,41
6528,268,0,41
6529,269,0,41
6530,270,0,41
6531,271,0,41
6532,272,0,41
6533,276,0,41
6534,277,0,41
6535,278,0,41
6536,279,0,41
6537,281,0,41
6538,283,0,41
6539,284,0,41
6540,285,0,41
6541,286,0,41
6542,297,0,41
6543,301,0,41
6544,303,1,41
6545,329,0,41
6546,333,0,41
6547,337,0,41
6548,0,1,42
6549,4,1,42
6550,7,1,42
6551,10,1,42
6552,11,1,42
6553,13,0,42
6554,17,1,42
6555,20,1,42
6556,21,1,42
6557,22,1,42
6558,24,1,42
6559,30,1,42
6560,32,0,42
6561,33,1,42
6562,34,1,42
6563,37,0,42
6564,40,1,42
6565,49,1,42
6566,50,1,42
6567,54,0,42
6568,57,0,42
6569,58,0,42
6570,60,0,42
6571,62,0,42
6572,63,0,42
6573,64,0,42
6574,65,0,42
6575,67,0,42
6576,70,0,42
6577,72,0,42
6578,73,0,42
6579,75,0,42
6580,79,0,42
6581,80,0,42
6582,81,0,42
6583,83,0,42
6584,85,0,42
6585,88,0,42
6586,89,0,42
6587,91,0,42
6588,93,0,42
6589,95,0,42
6590,96,0,42
6591,98,0,42
6592,99,0,42
6593,100,0,42
6594,101,0,42
6595,103,0,42
6596,105,0,42
6597,114,0,42
6598,118,0,42
6599,119,0,42
6600,121,0,42
6601,122,0,42
6602,123,0,42
6603,125,0,42
6604,127,0,42
6605,131,0,42
6606,132,0,42
6607,134,0,42
6608,138,0,42
6609,140,0,42
6610,143,0,42
6611,144,0,42
6612,146,0,42
6613,147,0,42
6614,157,0,42
6615,161,1,42
6616,162,1,42
6617,167,0,42
6618,179,0,42
6619,183,0,42
6620,185,0,42
6621,186,0,42
6622,188,0,42
6623,190,0,42
6624,192,0,42
6625,193,0,42
6626,198,0,42
6627,200,0,42
6628,201,0,42
6629,202,0,42
6630,203,0,42
6631,206,0,42
6632,207,0,42
6633,208,0,42
6634,209,0,42
6635,210,0,42
6636,214,0,42
